time_s,own_id,intr_id,rel_x_m,rel_y_m,rel_alt_sensed_ft,rel_alt_true_ft,tau_s,d_cpa_m,advisory,is_nmac,own_alt_sensed_ft,own_alt_true_ft,own_climb_sensed_fps,own_climb_true_fps,intr_alt_sensed_ft,intr_alt_true_ft,intr_climb_sensed_fps,intr_climb_true_fps
1.27,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2537.9,14393.3,967.5,967.5,94.70,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17967.5,17967.5,-25.00,-25.00
1.30,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2537.0,-14388.3,-966.7,-966.7,94.67,0.0,CLEAR,0,17966.7,17966.7,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.30,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2537.0,14388.3,966.7,966.7,94.67,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17966.7,17966.7,-25.00,-25.00
1.33,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2536.1,-14383.2,-965.8,-965.8,94.63,0.0,CLEAR,0,17965.8,17965.8,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.33,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2536.1,14383.2,965.8,965.8,94.63,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17965.8,17965.8,-25.00,-25.00
1.37,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2535.3,-14378.1,-965.0,-965.0,94.60,0.0,CLEAR,0,17965.0,17965.0,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.37,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2535.3,14378.1,965.0,965.0,94.60,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17965.0,17965.0,-25.00,-25.00
1.40,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2534.4,-14373.1,-964.2,-964.2,94.57,0.0,CLEAR,0,17964.2,17964.2,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.40,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2534.4,14373.1,964.2,964.2,94.57,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17964.2,17964.2,-25.00,-25.00
1.43,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2533.5,-14368.0,-963.3,-963.3,94.53,0.0,CLEAR,0,17963.3,17963.3,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.43,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2533.5,14368.0,963.3,963.3,94.53,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17963.3,17963.3,-25.00,-25.00
1.47,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2532.6,-14362.9,-962.5,-962.5,94.50,0.0,CLEAR,0,17962.5,17962.5,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.47,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2532.6,14362.9,962.5,962.5,94.50,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17962.5,17962.5,-25.00,-25.00
1.50,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2531.7,-14357.9,-961.7,-961.7,94.47,0.0,CLEAR,0,17961.7,17961.7,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.50,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2531.7,14357.9,961.7,961.7,94.47,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17961.7,17961.7,-25.00,-25.00
1.53,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2530.8,-14352.8,-960.8,-960.8,94.43,0.0,CLEAR,0,17960.8,17960.8,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.53,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2530.8,14352.8,960.8,960.8,94.43,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17960.8,17960.8,-25.00,-25.00
1.57,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2529.9,-14347.7,-960.0,-960.0,94.40,0.0,CLEAR,0,17960.0,17960.0,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.57,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2529.9,14347.7,960.0,960.0,94.40,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17960.0,17960.0,-25.00,-25.00
1.60,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2529.0,-14342.7,-959.2,-959.2,94.37,0.0,CLEAR,0,17959.2,17959.2,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.60,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2529.0,14342.7,959.2,959.2,94.37,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17959.2,17959.2,-25.00,-25.00
1.63,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2528.1,-14337.6,-958.3,-958.3,94.33,0.0,CLEAR,0,17958.3,17958.3,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.63,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2528.1,14337.6,958.3,958.3,94.33,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17958.3,17958.3,-25.00,-25.00
1.67,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2527.2,-14332.5,-957.5,-957.5,94.30,0.0,CLEAR,0,17957.5,17957.5,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.67,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2527.2,14332.5,957.5,957.5,94.30,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17957.5,17957.5,-25.00,-25.00
1.70,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2526.3,-14327.5,-956.7,-956.7,94.27,0.0,CLEAR,0,17956.7,17956.7,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.70,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2526.3,14327.5,956.7,956.7,94.27,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17956.7,17956.7,-25.00,-25.00
1.73,OWN_DESCEND_LEVEL_INTR,INTR_DESCEND_LEVEL_INTR,2525.4,-14322.4,-955.8,-955.8,94.23,0.0,CLEAR,0,17955.8,17955.8,-25.00,-25.00,17000.0,17000.0,0.00,0.00
1.73,INTR_DESCEND_LEVEL_INTR,OWN_DESCEND_LEVEL_INTR,-2525.4,14322.4,955.8,955.8,94.23,0.0,CLEAR,0,17000.0,17000.0,0.00,0.00,17955.8,17955.8,-25.00,-25.00
